,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
3308,2012.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,16,65.0,1,0.0,1,1,0,0,0,39,1,0,flexible
3309,2015.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,179.0,1,0.0,2,1,22,52,82,355,4,0,strict
3310,2012.0,0,11.0,1,0,Travis Heights,Apartment,Entire home/apt,5,1.0,2.0,1.0,Real Bed,9,120.0,1,0.0,2,1,20,39,69,335,42,0,moderate
3311,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,29,59,89,364,0,0,flexible
3312,2013.0,0,4.0,1,0,Zilker,Apartment,Entire home/apt,3,1.5,1.0,2.0,Real Bed,11,120.0,2,50.0,2,1,23,53,83,358,2,0,strict
3313,2015.0,0,1.0,1,1,Travis Heights,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,14,65.0,1,30.0,1,1,0,21,51,51,27,0,moderate
3314,2014.0,0,1.0,1,1,South First,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18,75.0,1,0.0,3,1,0,0,0,194,0,0,strict
3315,2013.0,0,7.0,1,1,Zilker,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,9,133.0,1,0.0,1,1,25,52,82,357,12,0,strict
3316,2011.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,11,171.0,8,30.0,1,1,0,0,0,23,1,0,strict
3319,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,20,750.0,1,0.0,3,1,29,59,89,364,3,0,strict
3320,2012.0,0,1.0,1,0,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,16,100.0,2,25.0,3,1,7,18,18,247,0,0,strict
3321,2015.0,0,1.0,1,0,East Riverside,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,21,120.0,1,0.0,1,1,30,60,90,365,1,0,flexible
3322,2015.0,0,1.0,1,1,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,100.0,2,25.0,1,1,28,58,88,88,0,0,moderate
3324,2015.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,13,5000.0,1,0.0,1,1,0,0,0,28,0,0,flexible
3325,2013.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,11,650.0,1,0.0,1,1,30,60,90,365,3,0,strict
3326,2014.0,0,1.0,1,0,South Lamar,Apartment,Private room,3,2.0,1.0,2.0,Real Bed,15,250.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3327,2012.0,1,4.0,1,1,Barton Hills,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,18,189.0,2,25.0,3,1,25,50,80,355,9,0,strict
3328,2012.0,1,12.0,1,1,South First,House,Private room,8,1.0,1.0,4.0,Real Bed,27,99.0,1,0.0,1,1,21,51,81,356,28,0,strict
3329,2013.0,0,1.0,1,1,Barton Hills,Condominium,Entire home/apt,2,1.5,1.0,1.0,Real Bed,17,135.0,1,0.0,2,1,10,11,11,25,3,0,flexible
3330,2015.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,265.0,4,50.0,2,1,30,60,90,365,1,0,moderate
3331,2015.0,0,1.0,1,1,Zilker,Bungalow,Entire home/apt,6,1.0,2.0,3.0,Real Bed,10,124.0,1,0.0,1,1,14,44,74,349,0,0,flexible
3332,2013.0,0,2.0,1,1,Dawson,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,21,160.0,1,0.0,1,1,2,32,62,337,1,0,moderate
3334,2012.0,0,1.0,1,0,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,10,70.0,2,100.0,3,1,25,55,85,360,12,0,strict
3335,2011.0,0,2.0,1,1,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,16,145.0,4,25.0,2,1,13,39,58,287,129,1,strict
3336,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,150.0,1,0.0,1,1,23,53,83,139,0,0,flexible
3337,2012.0,0,1.0,1,1,South Lamar,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,5,333.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3338,2015.0,0,1.0,1,0,Zilker,House,Entire home/apt,10,3.5,5.0,6.0,Real Bed,21,1099.0,1,0.0,2,1,29,53,83,358,2,0,strict
3339,2013.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,10,2.0,4.0,5.0,Real Bed,15,620.0,1,0.0,2,1,0,0,0,35,21,0,strict
3340,2015.0,0,1.0,1,0,Zilker,House,Entire home/apt,8,2.0,2.0,2.0,Real Bed,15,450.0,1,0.0,1,1,30,60,90,365,2,0,flexible
3341,2011.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,14,1000.0,1,0.0,2,1,30,60,90,365,2,0,moderate
3342,2012.0,0,3.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,250.0,4,25.0,1,1,30,60,90,365,1,0,strict
3343,2014.0,0,1.0,1,1,South Lamar,Other,Private room,3,1.0,1.0,1.0,Real Bed,12,89.0,2,50.0,1,1,26,56,86,361,3,0,flexible
3344,2013.0,0,3.0,1,1,Barton Hills,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,14,175.0,1,0.0,3,1,6,36,66,341,2,0,flexible
3345,2015.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,16,135.0,1,0.0,2,1,28,50,80,80,1,0,strict
3346,2014.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,15,150.0,1,0.0,1,1,17,47,77,352,7,0,flexible
3348,2015.0,0,1.0,1,1,South First,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,14,280.0,1,0.0,1,1,21,51,81,320,6,0,flexible
3349,2013.0,0,339.0,1,1,Zilker,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,11,287.0,1,0.0,2,1,22,37,62,302,10,0,strict
3350,2010.0,0,1.0,1,0,Zilker,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,10,550.0,1,0.0,5,1,30,60,90,365,1,0,strict
3351,2013.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,165.0,1,0.0,2,1,24,35,64,339,2,0,moderate
3352,2013.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,17,250.0,4,25.0,2,1,28,58,88,353,9,0,strict
3353,2015.0,0,1.0,1,0,Zilker,House,Entire home/apt,8,3.0,4.0,6.0,Real Bed,16,599.0,1,0.0,1,1,0,0,0,148,0,0,flexible
3354,2012.0,0,1.0,1,1,Zilker,House,Entire home/apt,10,2.0,4.0,8.0,Real Bed,14,495.0,10,0.0,5,1,0,0,0,15,0,0,strict
3355,2011.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,11,185.0,1,0.0,2,1,0,5,35,35,2,0,moderate
3356,2015.0,0,1.0,1,0,South Lamar,Other,Entire home/apt,16,1.0,0.0,1.0,Airbed,8,1500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3357,2011.0,1,7.0,1,1,Bouldin Creek,Loft,Entire home/apt,5,1.0,1.0,2.0,Real Bed,14,169.0,2,25.0,3,1,0,0,0,167,14,0,strict
3358,2015.0,0,1.0,1,0,Zilker,Townhouse,Entire home/apt,7,2.5,2.0,3.0,Real Bed,13,300.0,1,0.0,2,1,30,60,90,365,0,0,flexible
3359,2015.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,199.0,1,0.0,1,1,0,0,0,12,0,0,moderate
3360,2010.0,0,1.0,1,1,Zilker,House,Entire home/apt,10,2.0,3.0,1.0,Real Bed,14,750.0,1,0.0,1,1,30,60,90,365,9,0,flexible
3361,2012.0,0,2.0,1,1,Zilker,House,Entire home/apt,6,0.5,3.0,6.0,Real Bed,12,500.0,1,0.0,2,1,30,60,90,365,7,0,flexible
3362,2014.0,0,3.0,1,0,Bouldin Creek,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,9,95.0,1,0.0,1,1,27,57,87,359,0,0,moderate
3363,2010.0,1,6.0,1,1,Zilker,House,Entire home/apt,16,6.0,10.0,16.0,Real Bed,15,500.0,1,0.0,1,1,0,0,0,16,0,0,strict
3364,2015.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,17,1400.0,6,50.0,2,1,4,4,4,157,0,0,strict
3366,2011.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,18,171.0,0,0.0,2,1,0,0,0,26,31,0,strict
3367,2012.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,5,2.5,3.0,3.0,Real Bed,14,850.0,4,100.0,2,1,25,55,85,355,5,0,moderate
3368,2014.0,0,2.0,1,1,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,150.0,4,50.0,2,1,21,51,76,76,4,1,strict
3369,2013.0,0,339.0,1,1,South First,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,11,229.0,1,0.0,2,1,14,16,46,316,2,0,strict
3370,2011.0,0,1.0,1,1,Barton Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,15,50.0,1,0.0,2,1,23,49,79,354,17,0,moderate
3371,2011.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,6,3.5,3.0,3.0,Real Bed,22,630.0,1,0.0,4,1,8,23,53,328,1,0,strict
3372,2013.0,0,1.0,1,1,South First,Apartment,Shared room,3,1.0,1.0,1.0,Real Bed,11,105.0,1,10.0,1,1,30,60,90,365,3,0,moderate
3373,2011.0,0,4.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,12,250.0,1,0.0,2,1,0,0,0,154,7,0,strict
3374,2014.0,0,1.0,1,1,South First,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,18,150.0,2,50.0,2,1,30,60,90,365,2,0,moderate
3375,2013.0,0,339.0,1,1,Bouldin Creek,House,Entire home/apt,8,2.0,3.0,1.0,Real Bed,12,229.0,1,0.0,2,1,20,43,73,326,7,0,strict
3376,2012.0,1,1.0,1,1,South Congress,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,195.0,4,25.0,2,1,8,22,52,300,124,0,moderate
3377,2014.0,1,4.0,1,1,Dawson,House,Private room,2,1.0,1.0,1.0,Real Bed,11,55.0,1,10.0,2,1,21,49,79,354,61,0,strict
3378,2012.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,15,1500.0,1,0.0,1,1,0,0,0,241,0,0,strict
3379,2014.0,1,1.0,1,1,Zilker,House,Private room,4,1.0,1.0,2.0,Real Bed,18,175.0,4,20.0,2,1,22,38,68,328,20,1,moderate
3380,2012.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,200.0,1,0.0,2,1,30,60,90,365,1,0,strict
3381,2013.0,0,339.0,1,1,Bouldin Creek,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,258.0,1,0.0,2,1,16,34,34,273,4,0,strict
3382,2012.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,8,2.0,2.0,3.0,Real Bed,16,245.0,2,20.0,1,1,29,59,89,364,3,0,moderate
3383,2014.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3384,2015.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,16,500.0,1,0.0,1,1,0,0,0,215,0,0,flexible
3385,2015.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,12,250.0,1,0.0,2,1,28,58,88,363,0,0,strict
3386,2011.0,1,1.0,1,1,Bouldin Creek,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,18,270.0,4,20.0,1,1,20,38,68,343,28,0,strict
3387,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,150.0,1,0.0,1,1,28,58,88,363,0,0,flexible
3389,2013.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,165.0,1,25.0,2,1,6,36,66,66,3,0,strict
3391,2014.0,0,1.0,1,1,South First,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,13,431.0,1,0.0,1,1,9,23,49,324,12,0,strict
3392,2012.0,0,2.0,1,1,South First,House,Private room,2,1.0,1.0,1.0,Real Bed,11,70.0,1,30.0,14,1,12,42,72,347,0,0,flexible
3393,2013.0,0,339.0,1,1,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,249.0,1,0.0,2,1,29,59,89,364,5,0,strict
3394,2012.0,0,1.0,1,1,Zilker,House,Entire home/apt,7,1.0,3.0,3.0,Real Bed,17,500.0,1,0.0,2,1,30,60,90,365,7,0,strict
3396,2014.0,0,1.0,1,1,Barton Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,12,59.0,1,49.0,3,1,16,46,76,351,11,1,strict
3397,2015.0,0,2.0,1,1,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,17,60.0,2,25.0,1,1,30,60,90,365,2,0,flexible
3399,2014.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,9,140.0,1,0.0,2,1,0,0,0,8,4,0,moderate
3400,2010.0,1,10.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,18,199.0,1,0.0,2,1,12,31,56,301,3,0,strict
3401,2009.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,13,199.0,1,0.0,3,1,0,0,0,174,0,0,flexible
3402,2012.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.0,0.0,4.0,Real Bed,13,400.0,1,0.0,3,1,7,12,12,86,1,0,strict
3403,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,12,89.0,1,0.0,2,1,11,41,71,152,5,0,strict
3404,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,12,249.0,1,0.0,1,1,30,60,90,365,2,0,flexible
3405,2012.0,0,1.0,1,1,Barton Hills,Loft,Entire home/apt,2,2.0,1.0,1.0,Real Bed,10,119.0,1,0.0,2,1,6,20,50,320,43,0,strict
3406,2013.0,1,2.0,1,1,South Lamar,House,Private room,3,1.0,1.0,1.0,Real Bed,12,147.0,1,0.0,1,1,30,58,88,363,33,0,strict
3407,2015.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,9,2.0,3.0,3.0,Real Bed,15,500.0,6,100.0,3,1,0,0,0,255,2,1,flexible
3409,2013.0,0,339.0,1,1,Barton Hills,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,13,369.0,1,0.0,2,1,15,21,21,260,4,0,strict
3410,2013.0,0,1.0,1,1,South First,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,17,615.0,1,0.0,2,1,30,60,90,365,3,0,strict
3411,2015.0,0,1.0,1,1,South First,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,22,280.0,1,0.0,1,1,28,58,88,353,1,0,strict
3412,2012.0,0,1.0,1,0,South Lamar,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,10,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3413,2013.0,1,1.0,1,1,South First,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,16,381.0,8,50.0,1,1,9,28,55,326,34,0,strict
3414,2011.0,1,7.0,1,1,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,12,199.0,4,25.0,1,1,26,56,86,361,5,0,strict
3415,2013.0,1,2.0,1,1,South Congress,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,110.0,2,35.0,2,1,3,26,49,317,53,0,strict
3416,2015.0,0,1.0,1,1,Bouldin Creek,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,16,259.0,4,129.0,1,1,19,28,58,333,9,0,flexible
3418,2012.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,13,600.0,2,100.0,5,1,30,60,90,365,1,0,strict
3419,2013.0,1,3.0,1,1,South First,House,Entire home/apt,8,2.0,4.0,5.0,Real Bed,16,690.0,1,0.0,2,1,23,53,77,343,44,0,strict
3421,2014.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,4,2.0,2.0,4.0,Real Bed,8,300.0,1,0.0,3,1,0,0,0,214,0,0,flexible
3422,2013.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,14,499.0,1,0.0,1,1,0,0,0,16,0,0,flexible
3423,2014.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,17,190.0,1,0.0,3,1,26,56,86,361,2,0,strict
3424,2013.0,0,2.0,1,1,Travis Heights,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,15,900.0,1,0.0,4,1,0,0,0,254,0,0,moderate
3425,2012.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,19,425.0,1,0.0,2,1,1,1,1,202,6,0,strict
3426,2012.0,0,2.0,1,1,Travis Heights,House,Entire home/apt,8,2.0,3.0,2.0,Real Bed,14,400.0,1,0.0,2,1,30,60,86,361,1,0,strict
3427,2015.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,10,650.0,1,0.0,4,1,0,0,0,230,0,0,strict
3428,2012.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,2,1.0,2.0,1.0,Real Bed,13,160.0,1,0.0,1,1,0,0,0,214,0,0,flexible
3429,2012.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,10,4.0,6.0,9.0,Real Bed,11,862.0,10,50.0,3,1,16,30,60,322,19,0,strict
3430,2012.0,0,1.0,1,1,Galindo,House,Private room,2,1.0,1.0,1.0,Real Bed,18,50.0,2,0.0,1,1,19,44,70,332,1,0,flexible
3431,2011.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,19,800.0,1,0.0,2,1,28,51,81,306,25,0,strict
3432,2015.0,0,1.0,1,0,South First,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,15,285.0,1,0.0,2,1,23,48,74,131,0,0,moderate
3433,2015.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,17,400.0,1,0.0,2,1,3,3,3,136,2,0,flexible
3435,2015.0,0,1.0,1,0,Barton Hills,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,13,300.0,1,0.0,1,1,0,0,0,13,0,0,flexible
3436,2015.0,0,1.0,1,1,South First,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,16,320.0,6,25.0,1,1,28,53,53,302,2,0,flexible
3437,2014.0,0,1.0,1,0,South First,Apartment,Entire home/apt,4,2.0,4.0,4.0,Real Bed,14,2100.0,1,0.0,3,1,30,60,90,365,0,0,moderate
3438,2015.0,0,1.0,1,0,Bouldin Creek,House,Entire home/apt,8,1.0,2.0,6.0,Real Bed,20,400.0,4,25.0,1,1,30,60,90,365,0,0,strict
3439,2013.0,1,2.0,1,1,Bouldin Creek,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,22,499.0,6,50.0,2,1,26,56,86,356,4,0,moderate
3440,2012.0,0,1.0,1,0,South First,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,550.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3441,2009.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,10,300.0,4,0.0,2,1,0,3,33,298,12,0,strict
3442,2015.0,0,301.0,1,1,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,15,229.0,1,0.0,1,1,20,42,70,345,8,0,strict
3444,2015.0,0,1.0,1,0,Travis Heights,Loft,Entire home/apt,2,1.0,0.0,1.0,Real Bed,6,250.0,1,0.0,1,1,0,0,0,218,0,0,flexible
3445,2012.0,1,6.0,1,1,South First,Apartment,Entire home/apt,5,2.0,2.0,3.0,Real Bed,14,165.0,4,15.0,2,1,8,31,31,245,54,0,strict
3446,2011.0,0,19.0,1,1,Travis Heights,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,18,300.0,1,0.0,2,1,13,31,31,130,1,0,strict
3447,2014.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,225.0,1,0.0,1,1,23,53,83,358,0,0,flexible
3448,2012.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,450.0,1,0.0,1,1,30,60,90,365,1,0,strict
3449,2012.0,0,1.0,1,1,South First,Apartment,Private room,2,1.0,1.0,1.0,Airbed,18,75.0,1,0.0,1,1,21,50,77,344,54,0,moderate
3450,2013.0,1,2.0,1,0,Zilker,House,Private room,2,1.0,1.0,1.0,Real Bed,16,90.0,2,25.0,2,1,23,47,77,338,81,0,strict
3451,2014.0,0,1.0,1,0,South First,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,13,249.0,1,0.0,3,1,30,60,90,365,0,0,strict
3452,2015.0,0,2.0,1,0,South First,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,192.0,3,50.0,2,1,19,49,79,347,0,0,strict
3453,2013.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,18,150.0,2,100.0,3,1,1,31,61,336,0,0,strict
3454,2014.0,0,6.0,1,1,South First,House,Entire home/apt,8,0.5,4.0,3.0,Real Bed,15,850.0,1,0.0,1,1,28,58,88,363,0,0,strict
3455,2014.0,0,1.0,1,1,Bouldin Creek,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,13,350.0,2,50.0,2,1,0,0,0,222,2,0,flexible
3456,2015.0,0,1.0,1,1,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,13,50.0,1,0.0,1,1,9,39,69,344,3,0,flexible
3457,2013.0,0,1.0,1,1,Bouldin Creek,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,13,150.0,2,100.0,1,1,30,60,90,365,0,0,flexible
3459,2013.0,0,2.0,1,1,Zilker,House,Private room,2,1.5,1.0,1.0,Real Bed,10,750.0,1,0.0,2,1,0,0,0,32,0,0,flexible
3460,2014.0,0,1.0,1,1,South Lamar,House,Private room,2,1.0,1.0,1.0,Real Bed,14,97.0,2,50.0,1,1,8,8,8,245,6,1,strict
3461,2012.0,0,2.0,1,1,Bouldin Creek,House,Entire home/apt,10,2.0,5.0,5.0,Real Bed,21,980.0,1,0.0,3,1,30,60,90,365,1,0,strict
3462,2014.0,0,1.0,1,1,South First,House,Entire home/apt,10,2.0,3.0,4.0,Real Bed,20,200.0,6,25.0,1,1,28,58,88,353,1,0,strict
3464,2014.0,0,1.0,1,1,Galindo,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,13,175.0,1,0.0,2,1,11,21,51,293,7,0,moderate
3465,2012.0,0,11.0,1,0,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,9,60.0,1,0.0,1,1,13,31,61,336,33,0,moderate
3466,2012.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,12,499.0,4,50.0,3,1,0,0,0,242,0,0,strict
3468,2013.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,200.0,1,0.0,3,1,27,57,87,349,20,0,flexible
3469,2010.0,1,10.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,18,199.0,1,0.0,2,1,13,30,31,269,15,0,strict
3470,2012.0,0,2.0,1,1,Travis Heights,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,21,775.0,2,95.0,4,1,0,5,35,35,2,1,strict
3471,2015.0,0,5.0,1,0,Travis Heights,House,Entire home/apt,10,2.0,4.0,4.0,Real Bed,11,697.0,6,100.0,2,1,28,58,88,355,5,0,strict
3472,2013.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,325.0,4,25.0,3,1,27,57,87,362,0,0,strict
3473,2014.0,0,2.0,1,1,Zilker,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,18,1545.0,1,0.0,5,1,0,0,0,258,0,0,strict
3474,2013.0,0,339.0,1,1,South Congress,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,10,129.0,1,0.0,2,1,21,45,65,327,35,0,strict
3475,2011.0,1,2.0,1,1,Bouldin Creek,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,9,575.0,1,0.0,3,1,0,5,35,310,2,0,strict
3478,2012.0,0,3.0,1,1,Zilker,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,12,500.0,1,25.0,1,1,30,60,90,365,1,0,strict
3479,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,18,72.0,1,0.0,1,1,0,0,0,219,11,0,flexible
3480,2015.0,0,1.0,1,1,South Lamar,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,16,165.0,1,0.0,2,1,21,29,29,31,4,1,moderate
3481,2015.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,275.0,3,0.0,2,1,29,59,68,68,1,0,strict
3482,2011.0,0,1.0,1,1,Travis Heights,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,15,400.0,1,0.0,1,1,30,60,90,365,2,0,flexible
3483,2014.0,0,1.0,1,0,Travis Heights,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,13,150.0,1,0.0,3,1,30,53,79,160,0,0,flexible
3485,2011.0,1,2.0,1,0,Travis Heights,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,18,749.0,4,0.0,4,1,0,0,0,9,3,0,strict
3486,2014.0,0,1.0,1,0,Travis Heights,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,11,2000.0,6,0.0,4,1,30,60,90,365,0,0,strict
3487,2013.0,0,339.0,1,1,South Congress,House,Entire home/apt,16,4.0,7.0,7.0,Real Bed,12,1000.0,1,0.0,2,1,25,53,83,348,19,0,strict
3488,2015.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,16,180.0,1,0.0,1,1,0,0,0,223,0,0,moderate
3489,2014.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,20,112.0,3,25.0,2,1,0,0,0,0,12,0,strict
