,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
3121,2014.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,125.0,1,0.0,2,1,30,60,90,365,9,0,flexible
3122,2013.0,1,2.0,1,1,Zilker,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,15,750.0,0,0.0,4,1,0,0,0,222,3,0,strict
3123,2013.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,21,200.0,3,20.0,2,1,9,17,29,89,11,0,moderate
3124,2012.0,0,1.0,1,0,Barton Hills,Other,Entire home/apt,4,2.5,2.0,2.0,Real Bed,12,225.0,1,0.0,1,1,0,3,33,308,3,0,flexible
3125,2015.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,16,100.0,1,0.0,1,1,4,30,30,45,3,0,flexible
3126,2015.0,0,3.0,1,1,St. Edwards,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,12,59.0,1,10.0,2,1,11,11,11,11,2,0,flexible
3127,2010.0,0,3.0,1,1,South Congress,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,18,145.0,3,40.0,2,1,28,58,88,88,24,0,moderate
3128,2012.0,1,2.0,1,1,Dawson,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,12,175.0,2,0.0,1,1,0,3,33,308,4,0,strict
3129,2015.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,16,275.0,1,0.0,1,1,30,60,90,365,2,0,moderate
3130,2013.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,19,500.0,4,0.0,2,1,19,45,72,344,10,0,strict
3131,2013.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,14,595.0,8,50.0,3,1,30,60,90,365,10,0,strict
3132,2011.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,14,500.0,1,0.0,1,1,30,60,90,365,0,1,flexible
3134,2015.0,0,301.0,1,1,Zilker,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,399.0,1,0.0,2,1,27,57,87,362,1,0,strict
3135,2013.0,1,1.0,1,1,Zilker,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,9,250.0,2,0.0,3,1,0,2,2,28,42,0,strict
3136,2014.0,0,2.0,1,1,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,350.0,1,0.0,5,1,0,3,33,308,1,0,moderate
3137,2013.0,0,1.0,1,1,South Lamar,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,15,200.0,5,0.0,3,1,15,23,43,318,5,0,strict
3138,2011.0,0,19.0,1,1,Zilker,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,16,149.0,1,0.0,2,1,22,52,61,303,1,0,strict
3139,2010.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,14,140.0,1,0.0,2,1,12,42,67,303,4,0,strict
3142,2011.0,0,2.0,1,0,Zilker,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,6,899.0,1,0.0,3,1,0,0,0,46,1,1,moderate
3143,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,14,300.0,1,0.0,1,1,30,60,90,365,1,0,flexible
3146,2012.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,165.0,3,75.0,1,1,30,60,90,365,1,0,moderate
3147,2015.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,100.0,1,0.0,1,1,29,59,89,364,10,0,strict
3149,2014.0,0,1.0,1,1,South Lamar,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,13,200.0,6,0.0,1,1,2,7,37,312,4,0,moderate
3150,2011.0,1,1.0,1,0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,11,80.0,0,0.0,2,1,17,24,24,159,14,0,flexible
3151,2012.0,1,1.0,1,1,Bouldin Creek,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18,85.0,2,10.0,2,1,15,42,42,231,19,0,moderate
3152,2013.0,1,2.0,1,1,Travis Heights,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,68.0,1,0.0,1,1,9,30,48,302,183,0,strict
3153,2015.0,0,2.0,1,0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,11,100.0,1,10.0,1,1,29,59,89,364,4,0,flexible
3154,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,12,2.0,4.0,6.0,Real Bed,13,495.0,1,0.0,2,1,26,56,86,359,40,0,moderate
3155,2011.0,1,2.0,1,1,Zilker,House,Private room,2,2.0,1.0,2.0,Real Bed,19,115.0,2,25.0,2,1,19,37,67,336,22,0,strict
3156,2014.0,0,2.0,1,1,Bouldin Creek,House,Private room,2,1.0,1.0,1.0,Real Bed,14,85.0,1,0.0,1,1,20,34,64,339,0,0,moderate
3157,2015.0,0,1.0,1,0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,10,100.0,1,20.0,1,1,28,58,88,363,5,0,flexible
3159,2014.0,0,1.0,1,0,Barton Hills,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,300.0,1,0.0,1,1,30,60,90,365,0,1,flexible
3160,2012.0,0,11.0,1,1,East Riverside,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21,85.0,1,0.0,1,1,0,0,0,189,1,0,moderate
3161,2015.0,0,1.0,1,1,Zilker,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,12,500.0,1,0.0,3,1,28,58,88,363,2,0,strict
3162,2014.0,0,7.0,1,1,South Congress,Camper/RV,Entire home/apt,16,5.0,7.0,12.0,Real Bed,16,1350.0,11,100.0,2,1,20,41,67,322,12,0,strict
3164,2011.0,0,19.0,1,1,Zilker,Chalet,Entire home/apt,3,1.0,0.0,1.0,Real Bed,12,155.0,1,0.0,2,1,15,45,75,350,1,0,strict
3165,2011.0,1,4.0,1,0,St. Edwards,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,60.0,1,10.0,2,1,15,15,15,15,157,0,strict
3166,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,300.0,4,10.0,3,1,4,7,37,306,1,0,strict
3167,2015.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,200.0,1,0.0,1,1,0,0,0,253,0,0,flexible
3168,2013.0,1,9.0,1,1,Zilker,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,16,125.0,4,0.0,1,1,10,10,10,21,29,0,strict
3169,2014.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,400.0,1,0.0,2,1,30,60,90,365,3,0,strict
3171,2012.0,0,14.0,1,0,Barton Hills,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,16,315.0,5,25.0,3,1,30,60,90,365,3,0,strict
3172,2012.0,0,7.0,1,1,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,170.0,1,0.0,3,1,28,58,88,363,1,0,strict
3173,2012.0,0,2.0,1,1,Zilker,House,Entire home/apt,10,3.0,5.0,7.0,Real Bed,14,800.0,0,0.0,3,1,30,60,90,361,6,0,moderate
3174,2012.0,0,1.0,1,0,St. Edwards,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,10,400.0,1,100.0,1,1,2,2,2,18,0,0,flexible
3175,2012.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,15,85.0,2,50.0,5,1,28,58,88,363,2,0,strict
3177,2015.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,16,90.0,1,0.0,1,1,0,3,33,308,0,0,flexible
3179,2012.0,0,3.0,1,0,St. Edwards,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,10,750.0,1,0.0,5,1,0,0,0,213,0,0,strict
3180,2012.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,17,250.0,4,0.0,2,1,10,32,38,93,2,0,moderate
3182,2011.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,22,239.0,5,30.0,2,1,20,43,73,340,48,0,moderate
3183,2014.0,0,26.0,1,0,South Lamar,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,14,230.0,4,11.0,2,1,30,60,90,365,0,0,strict
3184,2013.0,0,1.0,1,1,South Lamar,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,13,200.0,1,0.0,1,1,19,33,63,338,4,0,moderate
3185,2015.0,0,1.0,1,0,South Congress,Loft,Entire home/apt,4,1.5,1.0,1.0,Real Bed,18,350.0,1,0.0,2,1,30,60,90,358,0,0,strict
3186,2013.0,0,1.0,1,0,South Congress,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,8,145.0,1,50.0,1,1,6,36,66,341,10,0,flexible
3187,2012.0,0,1.0,1,0,South Lamar,House,Entire home/apt,6,2.0,4.0,3.0,Real Bed,11,450.0,4,50.0,3,1,29,59,89,364,3,0,moderate
3188,2015.0,0,1.0,1,0,St. Edwards,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,10,125.0,2,50.0,2,1,25,55,85,360,0,0,strict
3189,2014.0,0,1.0,1,0,South Lamar,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,220.0,1,0.0,1,1,0,22,52,327,0,0,flexible
3191,2015.0,0,1.0,1,1,South First,Apartment,Shared room,1,1.0,1.0,1.0,Couch,16,95.0,1,0.0,1,1,22,38,68,335,1,1,flexible
3192,2014.0,0,1.0,1,0,South Lamar,Apartment,Shared room,3,2.0,1.0,2.0,Real Bed,25,220.0,1,25.0,1,1,30,60,90,365,1,1,flexible
3193,2011.0,0,1.0,1,0,South Lamar,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,10,175.0,1,0.0,1,1,30,60,90,365,10,1,flexible
3195,2015.0,0,1.0,1,1,Zilker,Condominium,Entire home/apt,3,1.0,2.0,2.0,Real Bed,14,249.0,1,0.0,3,1,30,60,90,365,2,0,moderate
3196,2014.0,0,2.0,1,1,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,13,200.0,2,50.0,1,1,30,60,90,365,0,0,flexible
3197,2012.0,0,1.0,1,0,Zilker,House,Entire home/apt,10,3.0,4.0,4.0,Real Bed,15,850.0,8,20.0,2,1,0,0,0,102,9,0,moderate
3198,2013.0,0,339.0,1,1,Zilker,House,Entire home/apt,9,2.0,4.0,4.0,Real Bed,12,978.0,1,0.0,2,1,22,52,82,357,2,0,strict
3199,2012.0,0,1.0,1,0,Travis Heights,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3201,2014.0,0,1.0,1,1,Barton Hills,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,16,350.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3202,2015.0,0,2.0,1,0,Barton Hills,House,Entire home/apt,10,3.0,4.0,4.0,Real Bed,24,500.0,8,25.0,2,1,28,58,88,363,2,0,strict
3203,2015.0,0,2.0,1,0,Zilker,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,11,300.0,1,0.0,1,1,0,0,0,16,0,0,flexible
3204,2011.0,0,4.0,1,0,Zilker,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,14,288.0,1,0.0,2,1,17,37,40,306,0,0,strict
3205,2014.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,500.0,1,0.0,1,1,0,0,0,218,0,0,flexible
3206,2011.0,0,4.0,1,1,Barton Hills,House,Private room,2,1.0,1.0,1.0,Real Bed,11,85.0,2,0.0,3,1,26,56,86,361,53,0,strict
3207,2011.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,175.0,0,0.0,1,1,29,59,89,364,18,0,moderate
3208,2013.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,15,150.0,3,25.0,2,1,28,58,88,363,3,0,moderate
3209,2012.0,1,2.0,1,1,St. Edwards,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,108.0,2,25.0,3,1,0,0,26,301,15,0,strict
3210,2014.0,0,1.0,1,0,St. Edwards,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,14,325.0,1,0.0,3,1,30,60,90,365,0,0,flexible
3211,2011.0,1,2.0,1,1,Zilker,Townhouse,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,299.0,1,0.0,2,1,5,33,63,306,0,0,strict
3212,2014.0,0,1.0,1,0,Travis Heights,Treehouse,Private room,2,1.0,1.0,1.0,Real Bed,20,150.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3213,2013.0,0,1.0,1,0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,23,50.0,1,0.0,1,1,19,49,79,354,0,0,flexible
3214,2015.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,15,500.0,1,0.0,1,1,1,1,1,59,1,0,flexible
3215,2011.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,10,195.0,1,0.0,3,1,30,60,90,365,1,0,strict
3216,2015.0,0,1.0,1,0,Zilker,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,11,400.0,1,0.0,2,1,30,60,90,365,3,0,flexible
3218,2012.0,0,14.0,1,0,Barton Hills,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,17,359.0,6,25.0,3,1,28,58,88,363,2,0,strict
3219,2013.0,0,1.0,1,1,Bouldin Creek,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,13,125.0,2,0.0,1,1,26,53,83,358,27,0,flexible
3220,2014.0,1,1.0,1,0,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,17,95.0,2,0.0,2,1,12,12,12,194,18,0,moderate
3221,2014.0,0,1.0,1,0,St. Edwards,Apartment,Entire home/apt,5,1.5,1.0,3.0,Real Bed,10,250.0,1,0.0,1,1,30,60,90,365,4,0,strict
3222,2012.0,1,1.0,1,1,South First,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,21,299.0,1,0.0,3,1,6,8,34,263,28,1,moderate
3223,2013.0,0,7.0,1,1,Barton Hills,House,Entire home/apt,8,2.0,4.0,6.0,Real Bed,20,1350.0,1,0.0,1,1,30,60,90,365,0,0,strict
3224,2012.0,0,1.0,1,1,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,17,70.0,1,30.0,1,1,30,60,90,365,10,0,flexible
3225,2015.0,0,5.0,1,0,Travis Heights,House,Private room,2,1.0,1.0,1.0,Real Bed,10,125.0,1,0.0,2,1,29,59,89,179,0,0,strict
3226,2014.0,0,1.0,1,0,St. Edwards,House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,12,400.0,1,0.0,1,1,30,60,90,356,1,1,strict
3227,2013.0,0,9.0,1,1,Zilker,House,Entire home/apt,8,3.0,4.0,6.0,Real Bed,19,1000.0,1,0.0,1,1,0,0,0,47,0,0,strict
3228,2015.0,0,1.0,1,1,St. Edwards,House,Entire home/apt,10,4.0,4.0,4.0,Real Bed,18,1000.0,1,0.0,1,1,30,60,90,365,0,1,strict
3229,2014.0,0,1.0,1,1,St. Edwards,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,16,500.0,6,20.0,2,1,2,12,12,239,1,0,strict
3230,2012.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,12,450.0,1,0.0,1,1,4,4,4,17,0,0,moderate
3231,2013.0,0,339.0,1,1,Zilker,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,9,172.0,1,0.0,2,1,24,49,79,350,4,0,strict
3232,2012.0,0,2.0,1,1,Travis Heights,House,Private room,1,1.5,1.0,1.0,Real Bed,13,175.0,2,50.0,2,1,30,60,90,365,1,0,flexible
3233,2012.0,0,1.0,1,1,South Congress,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,18,219.0,3,25.0,1,1,30,60,90,360,0,0,flexible
3234,2012.0,1,1.0,1,0,Zilker,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,18,595.0,1,0.0,2,1,7,10,18,256,19,0,strict
3235,2014.0,1,1.0,1,1,St. Edwards,House,Entire home/apt,5,2.0,2.0,2.0,Real Bed,13,98.0,2,25.0,3,1,0,0,0,0,10,0,moderate
3236,2012.0,0,1.0,1,1,South Congress,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,19,600.0,8,100.0,3,1,29,59,89,358,4,0,strict
3237,2015.0,0,301.0,1,1,Zilker,House,Entire home/apt,6,2.0,3.0,5.0,Real Bed,15,1079.0,1,0.0,2,1,0,0,0,0,1,0,strict
3238,2014.0,0,1.0,1,1,St. Edwards,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,10,185.0,1,0.0,1,1,28,58,88,178,0,0,moderate
3239,2015.0,0,1.0,1,1,Zilker,House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,14,975.0,1,0.0,1,1,30,60,90,365,0,0,flexible
3240,2015.0,0,301.0,1,1,Zilker,House,Entire home/apt,7,2.5,3.0,4.0,Real Bed,15,699.0,1,0.0,2,1,10,10,31,296,0,0,strict
3241,2012.0,0,1.0,1,0,South First,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,98.0,2,25.0,1,1,24,47,77,348,126,0,strict
3242,2014.0,0,1.0,1,1,South Lamar,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,20,50.0,2,20.0,2,1,28,52,82,172,17,1,strict
3245,2013.0,1,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,124.0,5,0.0,2,1,0,0,0,0,71,0,strict
3247,2013.0,0,8.0,1,1,St. Edwards,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,20,119.0,1,0.0,2,1,28,58,88,363,2,0,strict
3248,2012.0,0,1.0,1,1,Barton Hills,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,14,399.0,1,0.0,2,1,30,60,90,365,3,0,strict
3249,2014.0,0,1.0,1,0,Barton Hills,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,11,479.0,6,0.0,3,1,30,60,90,365,1,0,moderate
3250,2013.0,0,1.0,1,0,Travis Heights,Camper/RV,Entire home/apt,3,1.0,0.0,2.0,Real Bed,12,60.0,1,0.0,1,1,0,0,0,3,8,0,flexible
3251,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,15,745.0,1,0.0,3,1,30,60,90,365,0,0,strict
3252,2011.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,12,119.0,1,0.0,1,1,21,51,81,351,134,0,flexible
3253,2011.0,0,21.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,140.0,1,0.0,3,1,17,35,49,315,15,0,strict
3254,2012.0,1,1.0,1,1,Travis Heights,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,13,99.0,2,35.0,1,1,12,29,52,321,14,0,moderate
3255,2013.0,0,1.0,1,1,Zilker,House,Entire home/apt,2,1.5,2.0,1.0,Real Bed,10,675.0,1,0.0,1,1,0,0,0,22,0,0,flexible
3256,2015.0,0,1.0,1,0,Barton Hills,House,Private room,4,1.0,1.0,1.0,Real Bed,14,249.0,1,0.0,1,1,30,60,90,365,1,0,flexible
3258,2013.0,0,7.0,1,1,Zilker,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,178.0,1,0.0,1,1,5,34,57,332,3,0,strict
3259,2011.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,6,250.0,1,50.0,3,1,0,5,35,35,6,0,strict
3260,2015.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,17,400.0,1,0.0,2,1,0,0,0,12,0,0,strict
3261,2014.0,1,1.0,1,1,Bouldin Creek,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,19,290.0,1,0.0,2,1,4,13,40,303,45,0,moderate
3262,2012.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,12,120.0,2,25.0,3,1,25,55,85,353,5,0,moderate
3263,2013.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,3,1.0,2.0,3.0,Real Bed,8,300.0,1,0.0,3,1,29,59,89,364,2,0,strict
3265,2014.0,0,1.0,1,0,Zilker,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,7,142.0,2,0.0,1,1,27,57,87,87,4,0,flexible
3266,2014.0,0,2.0,1,1,Barton Hills,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,70.0,2,25.0,1,1,29,59,89,364,2,0,flexible
3267,2014.0,0,1.0,1,1,South Congress,House,Private room,2,1.0,1.0,1.0,Real Bed,12,125.0,1,0.0,1,1,20,36,66,331,15,1,moderate
3268,2012.0,1,2.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,4.0,Real Bed,17,180.0,1,0.0,1,1,11,26,56,319,42,1,moderate
3269,2010.0,0,1.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,16,125.0,1,0.0,5,1,19,23,47,315,13,0,strict
3270,2014.0,0,5.0,1,1,Travis Heights,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,16,109.0,4,14.0,1,1,21,51,77,352,31,1,strict
3271,2011.0,0,7.0,1,1,South Congress,House,Private room,2,1.0,1.0,1.0,Real Bed,15,89.0,2,40.0,1,1,26,56,86,361,29,0,strict
3272,2014.0,1,2.0,1,0,South Congress,House,Private room,2,1.0,1.0,2.0,Real Bed,6,150.0,1,0.0,2,1,28,58,88,358,28,0,flexible
3273,2015.0,0,2.0,1,1,Zilker,Townhouse,Private room,3,1.0,1.0,2.0,Real Bed,20,150.0,1,0.0,1,1,17,27,32,307,0,0,flexible
3274,2013.0,0,1.0,1,1,Zilker,Other,Entire home/apt,2,0.5,0.0,1.0,Airbed,8,1700.0,1,0.0,5,1,30,60,90,365,0,1,strict
3275,2014.0,0,1.0,1,1,Barton Hills,House,Private room,3,1.0,1.0,1.0,Real Bed,9,119.0,1,0.0,1,1,18,48,78,353,0,0,flexible
3276,2015.0,0,1.0,1,0,Travis Heights,Apartment,Entire home/apt,6,1.5,2.0,2.0,Real Bed,14,500.0,1,0.0,1,1,0,0,0,239,2,0,strict
3277,2011.0,0,3.0,1,0,Travis Heights,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,13,120.0,3,40.0,1,1,20,40,52,245,4,1,flexible
3278,2012.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,14,125.0,4,0.0,1,1,30,60,90,365,10,0,strict
3279,2014.0,0,6.0,1,1,Travis Heights,House,Private room,4,1.0,1.0,2.0,Real Bed,12,129.0,1,0.0,1,1,24,31,61,336,0,0,strict
3281,2012.0,1,2.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,10,98.0,2,0.0,1,1,28,58,88,363,9,0,moderate
3283,2015.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,19,900.0,1,0.0,2,1,0,0,0,43,0,0,strict
3284,2011.0,0,21.0,1,1,Zilker,House,Entire home/apt,10,3.5,4.0,5.0,Real Bed,18,750.0,8,50.0,1,1,23,53,83,139,3,0,strict
3285,2012.0,0,1.0,1,1,South Lamar,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20,149.0,1,0.0,1,1,13,27,57,332,8,1,moderate
3286,2015.0,0,1.0,1,1,Zilker,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,238.0,4,0.0,3,1,27,57,87,362,0,0,moderate
3288,2011.0,0,1.0,1,1,South Congress,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,11,250.0,2,35.0,1,1,30,60,90,365,4,0,flexible
3289,2014.0,1,1.0,1,0,Travis Heights,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,13,199.0,1,0.0,2,1,20,20,20,224,13,0,moderate
3290,2015.0,0,12.0,1,1,Travis Heights,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,150.0,1,0.0,1,1,29,59,89,364,0,0,flexible
3291,2011.0,0,7.0,1,1,South Congress,House,Private room,2,1.0,1.0,1.0,Real Bed,13,80.0,2,50.0,2,1,3,31,61,336,87,0,strict
3292,2015.0,0,1.0,1,0,Zilker,House,Entire home/apt,7,2.0,3.0,7.0,Real Bed,13,800.0,1,0.0,2,1,28,47,77,167,1,0,strict
3293,2012.0,0,2.0,1,1,Travis Heights,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,17,275.0,1,0.0,2,1,9,9,9,220,1,1,strict
3294,2014.0,0,1.0,1,1,Zilker,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,20,995.0,1,0.0,2,1,30,60,90,365,2,0,strict
3295,2011.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,16,210.0,1,0.0,2,1,0,19,20,295,6,0,moderate
3297,2012.0,1,2.0,1,1,Dawson,House,Private room,2,1.5,1.0,1.0,Real Bed,12,95.0,1,15.0,1,1,0,3,33,308,12,0,strict
3298,2014.0,0,6.0,1,1,Travis Heights,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,10,99.0,1,0.0,3,1,19,49,79,79,13,0,strict
3300,2013.0,0,2.0,1,1,Zilker,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,13,179.0,2,0.0,1,1,5,20,20,159,7,0,moderate
3301,2011.0,0,7.0,1,1,South Congress,House,Private room,2,1.0,1.0,1.0,Real Bed,9,89.0,1,0.0,1,1,28,58,88,363,33,0,strict
3302,2012.0,0,1.0,1,1,Zilker,House,Entire home/apt,8,2.0,2.0,6.0,Real Bed,1,1000.0,1,0.0,1,1,30,60,90,359,1,0,flexible
3303,2013.0,0,1.0,1,0,Zilker,House,Entire home/apt,6,1.5,3.0,2.0,Real Bed,7,650.0,1,100.0,3,1,30,60,90,365,0,0,strict
3304,2015.0,0,1.0,1,1,Zilker,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,350.0,1,0.0,2,1,5,5,5,102,0,0,flexible
3305,2011.0,0,1.0,1,1,South Congress,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,16,150.0,2,15.0,1,1,0,20,50,325,3,0,moderate
3306,2014.0,0,2.0,1,1,Zilker,House,Entire home/apt,7,2.0,3.0,5.0,Real Bed,11,200.0,1,0.0,4,1,20,50,80,348,3,0,strict
3307,2014.0,0,1.0,1,1,South Lamar,House,Private room,2,1.5,1.0,1.0,Real Bed,14,59.0,2,10.0,1,1,29,59,89,364,4,0,moderate
