host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
2013.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,13,125.0,2,0.0,1,1,0,0,0,212,1,0,moderate
2014.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,17,80.0,1,0.0,2,1,12,42,72,332,10,0,flexible
2014.0,0,8.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,107.0,2,40.0,1,1,28,58,88,363,15,0,strict
2013.0,0,2.0,1,1,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,80.0,2,40.0,1,1,9,30,55,330,83,0,strict
2011.0,0,2.0,1,1,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,99.0,1,0.0,1,1,17,36,36,252,2,0,moderate
2012.0,0,9.0,1,1,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,13,140.0,2,25.0,1,1,18,41,67,327,110,0,strict
2014.0,1,4.0,1,1,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,16,150.0,1,0.0,1,1,11,32,59,325,35,1,strict
2014.0,0,1.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,197.0,1,0.0,1,1,28,58,88,363,5,0,moderate
2011.0,1,1.0,1,1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,13,95.0,2,20.0,1,1,16,42,72,347,313,0,strict
2013.0,0,2.0,1,1,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,13,114.0,4,0.0,1,1,6,32,50,301,87,0,moderate
2011.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,14,253.0,2,25.0,2,1,27,57,87,350,19,0,strict
2011.0,0,7.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,75.0,0,0.0,2,1,9,29,52,52,103,1,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,9,450.0,1,0.0,4,1,0,0,0,222,0,0,moderate
2012.0,1,1.0,1,1,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,13,185.0,1,0.0,2,1,22,33,52,327,22,0,strict
2015.0,1,2.0,1,1,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,16,145.0,1,0.0,1,1,16,17,17,22,23,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,10,3.0,3.0,3.0,Real Bed,14,481.0,1,0.0,2,1,30,60,90,365,10,0,strict
2012.0,0,3.0,1,1,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,16,115.0,2,15.0,1,1,23,53,83,358,21,0,strict
2012.0,0,3.0,1,1,House,Shared room,2,2.0,1.0,1.0,Real Bed,12,54.0,1,15.0,2,1,15,45,75,346,90,0,flexible
2014.0,0,2.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,250.0,2,25.0,2,1,10,13,43,288,1,0,moderate
2014.0,0,1.0,1,1,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,15,130.0,0,0.0,1,1,16,31,58,140,51,0,moderate
2015.0,1,1.0,1,0,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,18,78.0,2,49.0,1,1,0,0,1,1,24,0,moderate
2014.0,1,4.0,1,1,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,17,225.0,1,0.0,1,1,10,25,48,314,5,0,strict
2014.0,1,4.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,100.0,1,0.0,1,1,22,42,65,331,45,1,strict
2014.0,0,14.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,236.0,1,0.0,2,1,26,42,72,347,3,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,13,66.0,2,0.0,2,1,10,38,68,339,4,0,strict
2011.0,0,7.0,1,1,House,Entire home/apt,8,2.0,2.0,3.0,Real Bed,15,125.0,2,25.0,2,1,21,40,64,330,87,1,moderate
2013.0,0,339.0,1,1,House,Entire home/apt,12,2.0,3.0,8.0,Real Bed,14,650.0,1,0.0,2,1,25,55,82,354,1,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,7,3.0,4.0,4.0,Real Bed,15,410.0,1,0.0,2,1,0,0,0,139,2,0,strict
2011.0,0,1.0,1,1,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,6,64.0,1,20.0,3,1,9,9,9,229,25,0,strict
2012.0,0,1.0,1,0,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,19,850.0,1,0.0,3,1,0,0,0,5,7,0,strict
2012.0,1,1.0,1,1,House,Entire home/apt,11,2.0,3.0,7.0,Real Bed,17,899.0,9,59.0,2,1,24,36,60,330,38,0,strict
2012.0,0,1.0,1,1,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,17,185.0,1,0.0,3,1,15,45,75,350,5,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,149.0,2,25.0,2,1,4,29,29,33,3,0,flexible
2012.0,0,1.0,1,1,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,9,750.0,1,0.0,3,1,30,60,90,365,0,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,7,105.0,1,0.0,5,1,0,0,0,211,0,0,flexible
2012.0,0,9.0,1,1,House,Entire home/apt,12,3.0,4.0,5.0,Real Bed,15,325.0,8,40.0,1,1,4,14,28,269,28,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,19,479.0,1,0.0,3,1,29,35,65,334,4,0,strict
2013.0,0,1.0,1,0,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,1,250.0,1,0.0,365,1,28,58,88,363,1,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,16,275.0,1,0.0,2,1,6,6,6,74,2,1,moderate
2013.0,0,339.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,11,150.0,1,0.0,2,1,0,0,0,247,3,0,strict
2011.0,0,1.0,1,0,House,Entire home/apt,4,2.0,3.0,2.0,Real Bed,12,125.0,2,25.0,2,1,28,58,88,363,17,0,strict
2013.0,0,2.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,144.0,1,0.0,1,1,22,48,78,343,3,0,moderate
2014.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,207.0,5,50.0,2,1,9,26,53,319,14,0,strict
2013.0,1,1.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,11,171.0,1,0.0,2,1,17,47,77,225,66,0,moderate
2013.0,1,3.0,1,1,House,Entire home/apt,11,2.5,5.0,8.0,Real Bed,17,1000.0,10,75.0,2,1,27,55,82,351,24,0,strict
2014.0,0,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,13,150.0,2,50.0,2,1,4,4,4,132,11,0,strict
2014.0,1,4.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,16,150.0,1,0.0,1,1,6,36,66,341,27,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,8,2.5,2.0,3.0,Real Bed,16,158.0,1,0.0,2,1,0,0,0,188,4,0,strict
2013.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,250.0,1,0.0,1,1,27,57,87,362,3,0,flexible
2012.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,6.0,Real Bed,19,300.0,1,0.0,2,1,5,28,58,242,14,0,moderate
2012.0,0,1.0,1,0,House,Entire home/apt,5,1.0,1.0,2.0,Real Bed,1,325.0,5,25.0,1,1,7,37,67,342,3,0,flexible
2013.0,0,339.0,1,1,House,Entire home/apt,13,3.5,4.0,6.0,Real Bed,14,499.0,1,0.0,2,1,13,36,65,332,5,0,strict
2012.0,1,1.0,1,0,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,18,100.0,1,20.0,2,1,20,23,53,324,96,0,strict
2013.0,0,1.0,1,0,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,15,325.0,1,0.0,1,1,29,59,89,364,2,0,flexible
2012.0,0,2.0,1,1,House,Entire home/apt,7,1.0,3.0,5.0,Real Bed,22,99.0,1,0.0,2,1,0,0,0,52,0,0,flexible
2013.0,0,339.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,11,172.0,1,0.0,2,1,22,46,76,351,30,0,strict
2013.0,1,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,19,90.0,1,0.0,1,1,26,56,86,347,7,0,flexible
2013.0,1,2.0,1,1,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,14,750.0,1,0.0,3,1,0,1,1,240,1,0,strict
2014.0,0,1.0,1,0,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,300.0,1,0.0,3,1,0,0,0,209,0,1,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,20,180.0,6,50.0,2,1,2,8,8,29,0,0,flexible
2012.0,0,1.0,1,1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,12,180.0,2,50.0,2,1,15,43,73,348,29,0,strict
2014.0,1,2.0,1,1,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,16,180.0,4,25.0,2,1,10,29,54,327,57,0,strict
2013.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,300.0,1,0.0,2,1,5,21,21,181,3,0,strict
2012.0,0,3.0,1,1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,12,99.0,2,15.0,1,1,12,42,72,347,93,0,strict
2013.0,0,339.0,1,1,House,Entire home/apt,8,1.5,1.0,4.0,Real Bed,13,299.0,1,0.0,2,1,3,3,11,286,3,0,strict
2011.0,1,2.0,1,1,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,11,350.0,7,50.0,2,1,22,49,76,341,29,1,flexible
2012.0,1,3.0,1,1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,18,150.0,2,0.0,1,1,0,0,0,261,10,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,14,150.0,1,0.0,1,1,0,14,14,84,0,0,flexible
2014.0,0,1.0,1,1,House,Entire home/apt,8,3.5,3.0,3.0,Real Bed,18,400.0,1,0.0,3,1,0,6,6,16,0,0,flexible
2011.0,1,2.0,1,1,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,16,375.0,6,50.0,2,1,19,31,61,322,62,1,moderate
2015.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,15,150.0,2,15.0,1,1,2,19,20,43,4,0,moderate
2011.0,0,3.0,1,1,House,Entire home/apt,4,1.5,1.0,2.0,Real Bed,16,150.0,2,20.0,1,1,29,59,89,364,0,0,strict
2011.0,1,4.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,185.0,2,185.0,3,1,14,44,74,344,25,0,strict
2011.0,1,1.0,1,1,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,17,700.0,1,0.0,3,1,0,9,9,239,3,0,strict
2014.0,0,1.0,1,0,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,11,120.0,2,10.0,2,1,10,33,53,318,10,0,moderate
2012.0,0,1.0,1,0,House,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,16,189.0,2,95.0,2,1,28,58,88,356,6,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,160.0,1,0.0,2,1,6,32,62,331,0,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,275.0,1,0.0,1,1,0,0,0,13,0,0,flexible
2013.0,0,2.0,1,0,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,19,899.0,1,0.0,2,1,0,0,0,231,0,0,flexible
2014.0,1,1.0,1,1,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,16,198.0,5,45.0,2,1,12,27,49,131,37,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,12,300.0,6,50.0,2,1,28,58,88,363,2,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,12,250.0,1,0.0,2,1,0,0,0,219,2,0,moderate
2011.0,0,3.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,149.0,2,0.0,2,1,13,33,57,332,85,0,strict
2012.0,0,1.0,1,1,House,Entire home/apt,6,2.0,4.0,3.0,Real Bed,16,350.0,1,0.0,4,1,0,0,0,149,2,0,strict
2015.0,0,1.0,1,0,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,120.0,1,20.0,1,1,17,41,41,260,41,0,flexible
2011.0,0,2.0,1,1,House,Entire home/apt,10,4.0,5.0,5.0,Real Bed,16,2400.0,1,0.0,1,1,0,0,0,104,0,0,strict
2011.0,0,3.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,148.0,2,25.0,2,1,24,54,84,359,1,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,3,2.0,2.0,2.0,Real Bed,14,250.0,1,0.0,2,1,10,33,63,63,0,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,14,749.0,1,0.0,3,1,30,60,90,365,0,0,moderate
2014.0,0,1.0,1,0,Loft,Entire home/apt,6,2.5,2.0,3.0,Real Bed,12,1000.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,13,195.0,1,0.0,2,1,28,57,87,361,1,0,flexible
2013.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,100.0,1,20.0,2,1,0,0,0,189,26,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,9,2.0,3.0,6.0,Real Bed,16,1000.0,1,0.0,3,1,30,60,90,365,0,1,moderate
2011.0,1,2.0,1,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,14,649.0,1,0.0,3,1,0,5,35,310,1,1,moderate
2013.0,0,1.0,1,1,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,15,300.0,1,0.0,1,1,10,22,52,327,0,0,moderate
2014.0,0,2.0,1,1,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,13,180.0,2,40.0,2,1,22,45,75,151,10,1,flexible
2015.0,0,301.0,1,1,House,Entire home/apt,8,3.5,3.0,4.0,Real Bed,15,499.0,1,0.0,2,1,25,55,85,343,1,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,6,2.0,4.0,6.0,Real Bed,16,950.0,6,50.0,2,1,0,0,0,241,2,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,10,2.0,3.0,8.0,Real Bed,23,263.0,6,35.0,2,1,14,41,69,335,40,1,strict
2014.0,0,2.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,150.0,1,0.0,2,1,6,31,31,34,0,0,flexible
2012.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,19,800.0,1,0.0,5,1,9,9,9,252,1,1,strict
2015.0,1,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,200.0,3,100.0,1,1,27,57,87,356,16,0,flexible
2013.0,0,2.0,1,0,House,Entire home/apt,15,2.0,4.0,6.0,Real Bed,11,600.0,8,25.0,1,1,22,52,82,351,9,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,16,1090.0,1,0.0,2,1,30,60,90,358,0,0,strict
2012.0,0,1.0,1,1,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,18,195.0,2,0.0,1,1,6,30,37,302,12,0,strict
2014.0,0,8.0,1,1,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,15,245.0,4,40.0,1,1,28,58,88,363,0,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,100.0,1,0.0,1,1,16,41,71,346,5,0,moderate
2013.0,0,339.0,1,1,Apartment,Entire home/apt,6,1.5,1.0,1.0,Real Bed,14,134.0,1,0.0,2,1,14,44,71,344,4,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,12,2.0,4.0,5.0,Real Bed,15,650.0,10,50.0,3,1,0,0,0,23,0,0,flexible
2014.0,0,1.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,13,300.0,1,0.0,1,1,0,0,0,208,0,0,flexible
2015.0,0,1.0,1,1,Townhouse,Entire home/apt,6,2.5,3.0,3.0,Real Bed,17,650.0,1,0.0,2,1,14,27,39,169,0,0,strict
2015.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,6,450.0,2,25.0,1,1,0,0,0,220,0,0,flexible
2014.0,1,1.0,1,1,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,11,150.0,2,0.0,2,1,26,56,86,361,14,0,strict
2012.0,0,1.0,1,1,House,Entire home/apt,10,3.0,4.0,8.0,Real Bed,11,600.0,1,0.0,3,1,0,0,0,79,3,0,moderate
2009.0,0,4.0,1,1,Camper/RV,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,85.0,0,0.0,2,1,12,26,39,258,110,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,17,495.0,1,0.0,4,1,30,60,90,365,0,0,moderate
2013.0,0,2.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,14,1000.0,1,0.0,1,1,0,0,0,67,0,0,flexible
2015.0,0,1.0,1,0,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,10,152.0,4,25.0,2,1,18,48,78,346,14,0,strict
2014.0,0,2.0,1,0,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,11,200.0,2,25.0,1,1,30,60,90,365,2,0,strict
2014.0,0,1.0,1,1,Loft,Entire home/apt,1,1.0,0.0,1.0,Real Bed,14,299.0,1,0.0,2,1,29,59,89,364,0,0,flexible
2010.0,0,1.0,1,0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,300.0,1,0.0,1,1,30,60,90,365,0,1,flexible
2011.0,0,1.0,1,1,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,15,600.0,1,0.0,1,1,0,0,0,12,0,0,flexible
2010.0,0,1.0,1,1,Loft,Entire home/apt,4,1.5,2.0,2.0,Real Bed,15,473.0,2,0.0,3,1,28,58,88,357,3,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,11,300.0,1,0.0,3,1,29,59,89,357,0,0,flexible
2011.0,1,1.0,1,0,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,17,375.0,4,50.0,2,1,0,0,0,189,25,1,strict
2013.0,0,2.0,1,1,Loft,Entire home/apt,5,2.0,2.0,2.0,Real Bed,16,400.0,4,25.0,1,1,18,48,78,353,0,0,flexible
2014.0,0,14.0,1,1,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,15,248.0,1,0.0,2,1,28,58,88,363,4,0,strict
2010.0,0,1.0,1,1,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,149.0,3,50.0,2,1,0,0,0,232,0,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,17,300.0,1,0.0,2,1,9,17,47,322,2,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,15,250.0,8,0.0,2,1,0,0,0,0,5,0,strict
2013.0,0,1.0,1,1,Other,Entire home/apt,6,2.0,2.0,2.0,Real Bed,13,675.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2011.0,1,4.0,1,1,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,16,685.0,1,0.0,3,1,12,42,72,343,5,0,strict
2011.0,0,1.0,1,1,House,Entire home/apt,9,2.0,3.0,5.0,Real Bed,15,450.0,1,0.0,1,1,29,59,89,364,4,0,flexible
2009.0,0,1.0,1,0,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,13,179.0,1,0.0,2,1,8,38,68,329,1,0,strict
2011.0,0,7.0,1,1,House,Entire home/apt,10,3.0,4.0,4.0,Real Bed,20,250.0,6,25.0,2,1,9,39,69,328,7,1,flexible
2012.0,0,1.0,1,1,House,Entire home/apt,3,1.5,1.0,1.0,Real Bed,12,140.0,2,30.0,2,1,15,45,75,350,17,0,moderate
2012.0,0,1.0,1,1,House,Private room,4,1.0,1.0,3.0,Real Bed,17,75.0,2,50.0,2,1,9,39,69,340,0,0,flexible
2013.0,0,1.0,1,0,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,12,1999.0,1,0.0,3,1,30,60,90,365,0,0,strict
2015.0,0,1.0,1,0,Camper/RV,Entire home/apt,3,0.5,1.0,2.0,Real Bed,12,120.0,1,30.0,1,1,28,58,88,363,3,0,moderate
2013.0,1,2.0,1,1,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,11,225.0,4,25.0,3,1,0,13,13,250,6,0,strict
2012.0,1,1.0,1,1,House,Entire home/apt,10,2.5,3.0,4.0,Real Bed,13,500.0,1,0.0,2,1,28,58,88,363,17,1,moderate
2012.0,0,1.0,1,0,House,Entire home/apt,3,2.5,2.0,2.0,Real Bed,12,300.0,1,15.0,1,1,30,60,90,365,0,0,flexible
2013.0,0,1.0,1,1,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,17,250.0,4,20.0,2,1,20,50,80,349,2,0,strict
2013.0,0,1.0,1,0,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,13,975.0,1,0.0,1,1,30,60,90,365,1,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,175.0,3,0.0,3,1,0,0,0,44,1,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,17,700.0,1,0.0,1,1,30,60,90,365,0,0,strict
2013.0,0,1.0,1,0,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,16,1000.0,1,0.0,5,1,30,60,90,365,0,0,strict
2014.0,0,1.0,1,1,Loft,Entire home/apt,2,1.5,1.0,1.0,Real Bed,17,190.0,2,75.0,2,1,0,0,0,13,6,0,moderate
2012.0,0,1.0,1,1,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,11,1000.0,1,0.0,3,1,30,60,90,365,0,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,16,350.0,5,50.0,1,1,24,54,84,349,18,1,moderate
2013.0,0,2.0,1,0,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,450.0,1,0.0,2,1,30,60,90,365,1,0,moderate
2013.0,0,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,14,129.0,3,50.0,2,1,0,0,0,227,5,0,moderate
2015.0,0,1.0,1,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,12,118.0,1,0.0,1,1,6,36,66,331,43,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,14,350.0,4,50.0,2,1,26,56,86,358,4,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,10,295.0,4,50.0,2,1,30,60,90,365,0,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,10,350.0,0,0.0,7,1,30,60,90,365,0,0,flexible
2012.0,1,3.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,21,1500.0,1,0.0,5,1,0,0,0,138,0,0,strict
2012.0,0,1.0,1,0,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,10,1200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,15,300.0,4,0.0,1,1,29,59,89,364,1,0,strict
2009.0,0,4.0,1,1,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,14,459.0,6,0.0,2,1,17,40,61,323,14,0,strict
2011.0,0,1.0,1,1,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,15,699.0,1,0.0,2,1,28,58,88,363,1,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,300.0,1,0.0,1,1,0,0,0,0,0,0,flexible
2013.0,0,1.0,1,0,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,14,350.0,4,100.0,2,1,28,58,88,363,4,0,strict
2013.0,0,2.0,1,1,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,15,390.0,1,0.0,1,1,30,60,90,365,1,0,flexible
2012.0,1,3.0,1,1,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,13,200.0,6,30.0,2,1,18,36,50,140,36,0,strict
2012.0,1,2.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,13,225.0,6,0.0,1,1,21,51,81,346,70,0,moderate
2012.0,0,9.0,1,1,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,15,350.0,8,25.0,3,1,4,18,35,297,7,0,strict
2013.0,0,2.0,1,1,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,10,300.0,1,0.0,2,1,0,0,10,249,6,0,strict
2014.0,0,3.0,1,1,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,6,199.0,4,35.0,3,1,0,5,35,300,7,0,flexible
2015.0,0,1.0,1,0,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,8,400.0,1,0.0,1,1,0,0,0,273,0,0,strict
2013.0,0,1.0,1,1,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,16,350.0,3,75.0,3,1,30,60,90,365,0,0,flexible
2014.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,150.0,1,0.0,1,1,4,4,4,23,0,0,flexible
2014.0,0,1.0,1,1,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,14,650.0,1,0.0,1,1,30,60,90,365,0,0,moderate
2011.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,11,650.0,6,0.0,3,1,30,60,90,365,1,0,moderate
2015.0,0,1.0,1,0,Bungalow,Entire home/apt,3,1.0,0.0,1.0,Real Bed,9,125.0,1,0.0,1,1,23,53,83,173,3,0,flexible
2014.0,1,4.0,1,1,House,Entire home/apt,8,3.0,4.0,4.0,Real Bed,15,695.0,8,300.0,3,1,29,59,89,360,18,1,moderate
2014.0,0,1.0,1,1,House,Entire home/apt,8,1.0,2.0,3.0,Real Bed,10,1000.0,6,100.0,1,1,0,17,17,260,0,1,moderate
2015.0,0,1.0,1,0,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,14,250.0,1,0.0,4,1,0,0,0,269,0,0,moderate
2012.0,0,1.0,1,0,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,11,850.0,0,0.0,3,1,30,60,90,365,0,1,strict
